filename,ita,category
Female_normal-215.jpg,76.09,Very Light
Female_normal-216.jpg,78.46,Very Light
Female_normal-217.jpg,79.14,Very Light
Female_normal-218.jpg,64.87,Very Light
Female_normal-219.jpg,77.96,Very Light
Female_normal-220.jpg,78.31,Very Light
Female_normal-221.jpg,80.66,Very Light
Female_normal-222.jpg,-7.05,Brown
Female_normal-223.jpg,82.1,Very Light
Female_normal-224.jpg,80.89,Very Light
Female_normal-225.jpg,76.74,Very Light
Female_normal-226.jpg,79.7,Very Light
Female_normal-227.jpg,82.3,Very Light
Female_normal-228.jpg,58.92,Very Light
Female_normal-229.jpg,77.58,Very Light
Female_normal-230.jpg,41.3,Light
Female_normal-231.jpg,80.05,Very Light
Female_normal-232.jpg,74.66,Very Light
Female_normal-233.jpg,11.23,Tan
Female_normal-234.jpg,68.14,Very Light
Female_normal-235.jpg,78.83,Very Light
Female_normal-236.jpg,70.92,Very Light
Female_normal-237.jpg,79.68,Very Light
Female_normal-238.jpg,57.13,Very Light
Female_normal-239.jpg,76.92,Very Light
Female_normal-240.jpg,78.15,Very Light
Female_normal-241.jpg,51.76,Light
Female_normal-242.jpg,68.46,Very Light
Female_normal-243.jpg,78.95,Very Light
Female_normal-244.jpg,78.55,Very Light
Female_normal-245.jpg,76.01,Very Light
Female_normal-246.jpg,59.25,Very Light
Female_normal-247.jpg,79.79,Very Light
Female_normal-248.jpg,75.14,Very Light
Female_normal-249.jpg,64.66,Very Light
Female_normal-250.jpg,64.93,Very Light
Female_normal-251.jpg,78.58,Very Light
Female_normal-252.jpg,78.83,Very Light
Female_normal-253.jpg,70.26,Very Light
Female_normal-254.jpg,80.51,Very Light
Female_normal-255.jpg,-0.98,Brown
Female_normal-256.jpg,78.54,Very Light
Female_normal-257.jpg,45.35,Light
Female_normal-258.jpg,80.06,Very Light
Female_normal-259.jpg,78.59,Very Light
Female_normal-260.jpg,56.92,Very Light
Female_normal-261.jpg,67.34,Very Light
Female_normal-262.jpg,66.43,Very Light
Female_normal-263.jpg,78.51,Very Light
Female_normal-264.jpg,64.23,Very Light
Female_normal-265.jpg,68.35,Very Light
Female_normal-266.jpg,73.48,Very Light
Female_normal-267.jpg,69.05,Very Light
Female_normal-268.jpg,46.99,Light
Female_normal-269.jpg,23.02,Tan
Female_normal-270.jpg,76.76,Very Light
Female_normal-271.jpg,77.42,Very Light
Female_normal-272.jpg,69.68,Very Light
Female_normal-273.jpg,41.5,Light
Female_normal-274.jpg,60.62,Very Light
Female_normal-275.jpg,79.93,Very Light
Female_normal-276.jpg,71.94,Very Light
Female_normal-277.jpg,81.35,Very Light
Female_normal-278.jpg,75.38,Very Light
Female_normal-279.jpg,78.48,Very Light
Female_normal-280.jpg,67.92,Very Light
Female_normal-281.jpg,77.48,Very Light
Female_normal-282.jpg,75.41,Very Light
Female_normal-283.jpg,75.08,Very Light
Female_normal-284.jpg,78.22,Very Light
Female_normal-285.jpg,59.21,Very Light
Female_normal-286.jpg,73.43,Very Light
Female_normal-287.jpg,79.69,Very Light
Female_normal-288.jpg,71.46,Very Light
Female_normal-289.jpg,58.42,Very Light
Female_normal-290.jpg,55.18,Very Light
Female_normal-291.jpg,74.88,Very Light
Female_normal-292.jpg,73.23,Very Light
Female_normal-293.jpg,80.89,Very Light
Female_normal-294.jpg,75.21,Very Light
Female_normal-295.jpg,76.4,Very Light
Female_normal-296.jpg,73.16,Very Light
Female_normal-297.jpg,77.12,Very Light
Female_normal-298.jpg,80.19,Very Light
Female_normal-299.jpg,68.96,Very Light
Female_normal-300.jpg,67.51,Very Light
Female_normal-301.jpg,74.03,Very Light
Female_normal-302.jpg,72.91,Very Light
Female_normal-303.jpg,72.56,Very Light
Female_normal-304.jpg,68.29,Very Light
Female_normal-305.jpg,-9.16,Brown
Female_normal-306.jpg,-31.9,Dark
Female_normal-307.jpg,13.01,Tan
Female_normal-308.jpg,72.91,Very Light
Female_normal-309.jpg,80.08,Very Light
Female_normal-310.jpg,74.37,Very Light
Female_normal-311.jpg,74.98,Very Light
Female_normal-312.jpg,28.73,Intermediate
Female_normal-313.jpg,47.93,Light
Female_normal-314.jpg,59.28,Very Light
Female_normal-315.jpg,80.28,Very Light
Female_normal-316.jpg,70.51,Very Light
Female_normal-317.jpg,73.56,Very Light
Female_normal-318.jpg,78.06,Very Light
Female_normal-319.jpg,77.68,Very Light
Female_normal-320.jpg,71.59,Very Light
Female_normal-321.jpg,75.56,Very Light
Female_normal-322.jpg,76.16,Very Light
Female_normal-323.jpg,78.55,Very Light
Female_normal-324.jpg,80.49,Very Light
Female_normal-325.jpg,59.31,Very Light
Female_normal-326.jpg,70.54,Very Light
Female_normal-327.jpg,71.28,Very Light
Female_normal-328.jpg,73.48,Very Light
Female_normal-329.jpg,40.07,Intermediate
Female_normal-330.jpg,77.11,Very Light
Female_normal-331.jpg,71.14,Very Light
Female_normal-332.jpg,80.47,Very Light
Female_normal-333.jpg,76.67,Very Light
Female_normal-334.jpg,70.72,Very Light
Female_normal-335.jpg,70.65,Very Light
Female_normal-336.jpg,73.1,Very Light
Female_normal-337.jpg,76.37,Very Light
Female_normal-338.jpg,64.12,Very Light
Female_normal-339.jpg,50.97,Light
Female_normal-340.jpg,70.64,Very Light
Female_normal-341.jpg,-39.5,Dark
Female_normal-342.jpg,82.06,Very Light
Female_normal-343.jpg,80.79,Very Light
Female_normal-344.jpg,75.58,Very Light
Female_normal-345.jpg,61.9,Very Light
Female_normal-346.jpg,70.16,Very Light
Female_normal-347.jpg,34.72,Intermediate
Female_normal-348.jpg,80.22,Very Light
Female_normal-349.jpg,53.88,Light
Female_normal-350.jpg,66.55,Very Light
Female_normal-351.jpg,67.41,Very Light
Female_normal-352.jpg,77.57,Very Light
Female_normal-353.jpg,6.65,Brown
Female_normal-354.jpg,78.56,Very Light
Female_normal-355.jpg,80.67,Very Light
Female_normal-356.jpg,71.6,Very Light
Female_normal-357.jpg,81.12,Very Light
Female_normal-358.jpg,80.61,Very Light
Female_normal-359.jpg,81.74,Very Light
Female_normal-360.jpg,77.78,Very Light
Female_normal-361.jpg,41.16,Light
Female_normal-362.jpg,68.0,Very Light
Female_normal-363.jpg,79.6,Very Light
Female_normal-364.jpg,80.48,Very Light
Female_normal-365.jpg,79.53,Very Light
Female_normal-366.jpg,56.1,Very Light
Female_normal-367.jpg,82.6,Very Light
Female_normal-368.jpg,80.83,Very Light
Female_normal-369.jpg,79.84,Very Light
Female_normal-370.jpg,54.73,Light
Female_normal-371.jpg,71.26,Very Light
Female_normal-372.jpg,-55.83,Dark
Female_normal-373.jpg,80.79,Very Light
Female_normal-374.jpg,68.85,Very Light
Female_normal-375.jpg,77.69,Very Light
Female_normal-376.jpg,78.13,Very Light
Female_normal-377.jpg,80.21,Very Light
Female_normal-378.jpg,61.51,Very Light
Female_normal-379.jpg,73.05,Very Light
Female_normal-380.jpg,72.15,Very Light
Female_normal-381.jpg,78.19,Very Light
Female_normal-382.jpg,60.12,Very Light
Female_normal-383.jpg,76.74,Very Light
Female_normal-384.jpg,34.81,Intermediate
Female_normal-385.jpg,-28.45,Brown
Female_normal-386.jpg,35.1,Intermediate
Female_normal-387.jpg,20.44,Tan
Female_normal-388.jpg,80.05,Very Light
Female_normal-389.jpg,79.77,Very Light
Female_normal-390.jpg,66.12,Very Light
Female_normal-391.jpg,73.85,Very Light
Female_normal-392.jpg,68.76,Very Light
Female_normal-393.jpg,77.85,Very Light
Female_normal-394.jpg,72.4,Very Light
Female_normal-395.jpg,75.72,Very Light
Female_normal-396.jpg,37.61,Intermediate
Female_normal-397.jpg,68.85,Very Light
Female_normal-398.jpg,63.17,Very Light
Female_normal-399.jpg,65.77,Very Light
Female_normal-400.jpg,79.74,Very Light
Female_normal-401.jpg,77.89,Very Light
Female_normal-402.jpg,20.87,Tan
Female_normal-403.jpg,75.66,Very Light
Female_normal-404.jpg,76.63,Very Light
Female_normal-405.jpg,78.65,Very Light
Female_normal-406.jpg,76.2,Very Light
Female_normal-407.jpg,80.84,Very Light
Female_normal-408.jpg,81.82,Very Light
Female_normal-409.jpg,82.04,Very Light
Female_normal-410.jpg,75.68,Very Light
Female_normal-411.jpg,81.86,Very Light
Female_normal-412.jpg,76.73,Very Light
Female_normal-413.jpg,81.92,Very Light
Female_normal-414.jpg,76.77,Very Light
Female_normal-415.jpg,71.59,Very Light
Female_normal-416.jpg,81.64,Very Light
Female_normal-417.jpg,79.51,Very Light
Female_normal-418.jpg,71.53,Very Light
Female_normal-419.jpg,1.43,Brown
Female_normal-420.jpg,0.51,Brown
Female_normal-421.jpg,80.62,Very Light
Female_normal-422.jpg,70.09,Very Light
Female_normal-423.jpg,84.28,Very Light
Female_normal-424.jpg,83.88,Very Light
Female_normal-425.jpg,84.97,Very Light
Female_normal-426.jpg,78.68,Very Light
Female_normal-427.jpg,84.9,Very Light
Female_normal-428.jpg,80.86,Very Light
Female_normal-429.jpg,79.61,Very Light
Female_normal-430.jpg,78.5,Very Light
Female_normal-431.jpg,76.33,Very Light
Female_normal-432.jpg,76.84,Very Light
Female_normal-433.jpg,81.2,Very Light
Female_normal-434.jpg,77.89,Very Light
Female_normal-435.jpg,69.45,Very Light
Female_normal-436.jpg,75.28,Very Light
Female_normal-437.jpg,76.51,Very Light
Female_normal-438.jpg,81.74,Very Light
Female_normal-439.jpg,80.45,Very Light
Female_normal-440.jpg,72.33,Very Light
Female_normal-441.jpg,64.32,Very Light
Female_normal-442.jpg,78.16,Very Light
Female_normal-443.jpg,79.82,Very Light
Female_normal-444.jpg,78.36,Very Light
Female_normal-445.jpg,81.39,Very Light
Female_normal-446.jpg,68.96,Very Light
Female_normal-447.jpg,72.79,Very Light
Female_normal-448.jpg,81.56,Very Light
Female_normal-449.jpg,76.66,Very Light
Female_normal-450.jpg,67.55,Very Light
Female_normal-451.jpg,82.17,Very Light
Female_normal-452.jpg,82.3,Very Light
Female_normal-453.jpg,82.3,Very Light
Female_normal-454.jpg,80.82,Very Light
Female_normal-455.jpg,77.5,Very Light
Female_normal-456.jpg,82.47,Very Light
Female_normal-457.jpg,75.88,Very Light
Female_normal-458.jpg,62.65,Very Light
Female_normal-459.jpg,78.72,Very Light
Female_normal-460.jpg,81.7,Very Light
Female_normal-461.jpg,81.48,Very Light
Female_normal-462.jpg,66.85,Very Light
Female_normal-463.jpg,75.76,Very Light
Female_normal-464.jpg,77.28,Very Light
Female_normal-465.jpg,80.88,Very Light
Female_normal-466.jpg,-53.11,Dark
Female_normal-467.jpg,72.75,Very Light
Female_normal-468.jpg,85.22,Very Light
Female_normal-469.jpg,-64.5,Dark
Female_normal-470.jpg,72.71,Very Light
Female_normal-471.jpg,-61.05,Dark
Female_normal-472.jpg,84.27,Very Light
Female_normal-473.jpg,-16.16,Brown
Female_normal-474.jpg,83.52,Very Light
Female_normal-475.jpg,83.75,Very Light
Female_normal-476.jpg,70.45,Very Light
Female_normal-477.jpg,84.08,Very Light
Female_normal-478.jpg,-36.37,Dark
Female_normal-479.jpg,85.42,Very Light
Female_normal-480.jpg,83.86,Very Light
Female_normal-481.jpg,80.24,Very Light
Female_normal-482.jpg,-32.13,Dark
Female_normal-483.jpg,54.35,Light
Female_normal-484.jpg,47.08,Light
Female_normal-485.jpg,78.1,Very Light
Female_normal-486.jpg,76.99,Very Light
Female_normal-487.jpg,54.08,Light
Female_normal-488.jpg,53.3,Light
Female_normal-489.jpg,68.46,Very Light
Female_normal-490.jpg,27.32,Tan
Female_normal-491.jpg,-13.08,Brown
Female_normal-492.jpg,67.96,Very Light
Female_normal-493.jpg,71.11,Very Light
Female_normal-494.jpg,43.36,Light
Female_normal-495.jpg,58.08,Very Light
Female_normal-496.jpg,70.95,Very Light
Female_normal-497.jpg,73.94,Very Light
Female_normal-498.jpg,79.56,Very Light
Female_normal-499.jpg,70.78,Very Light
Female_normal-500.jpg,49.53,Light
Female_normal-501.jpg,81.39,Very Light
Female_normal-502.jpg,79.48,Very Light
Female_normal-503.jpg,82.94,Very Light
Female_normal-504.jpg,66.9,Very Light
Female_normal-505.jpg,72.97,Very Light
Female_normal-506.jpg,78.72,Very Light
Female_normal-507.jpg,81.34,Very Light
Female_normal-508.jpg,74.61,Very Light
Female_normal-509.jpg,82.17,Very Light
Female_normal-510.jpg,81.54,Very Light
Female_normal-511.jpg,76.04,Very Light
Female_normal-512.jpg,79.41,Very Light
Female_normal-513.jpg,83.34,Very Light
Female_normal-514.jpg,73.35,Very Light
Female_normal-515.jpg,73.44,Very Light
Female_normal-516.jpg,74.84,Very Light
Female_normal-517.jpg,75.89,Very Light
Female_normal-518.jpg,69.86,Very Light
Female_normal-519.jpg,79.61,Very Light
Female_normal-520.jpg,82.13,Very Light
Female_normal-521.jpg,13.64,Tan
Female_normal-522.jpg,43.93,Light
Female_normal-523.jpg,-22.81,Brown
Female_normal-524.jpg,77.17,Very Light
Female_normal-525.jpg,58.65,Very Light
Female_normal-526.jpg,-0.36,Brown
Female_normal-527.jpg,38.58,Intermediate
Female_normal-528.jpg,80.07,Very Light
Female_normal-529.jpg,79.01,Very Light
Female_normal-530.jpg,70.61,Very Light
Female_normal-531.jpg,77.84,Very Light
Female_normal-532.jpg,78.48,Very Light
Female_normal-533.jpg,79.06,Very Light
Female_normal-534.jpg,79.11,Very Light
Female_normal-535.jpg,79.63,Very Light
Female_normal-536.jpg,0.4,Brown
Female_normal-537.jpg,59.3,Very Light
Female_normal-538.jpg,74.41,Very Light
Female_normal-539.jpg,73.45,Very Light
Female_normal-540.jpg,39.28,Intermediate
Female_normal-541.jpg,9.36,Brown
Female_normal-542.jpg,67.52,Very Light
Female_normal-543.jpg,61.64,Very Light
Female_normal-544.jpg,-50.05,Dark
Female_normal-545.jpg,67.73,Very Light
Female_normal-546.jpg,39.13,Intermediate
Female_normal-547.jpg,75.55,Very Light
Female_normal-548.jpg,70.5,Very Light
Female_normal-549.jpg,67.4,Very Light
Female_normal-550.jpg,37.12,Intermediate
Female_normal-551.jpg,74.85,Very Light
Female_normal-552.jpg,80.1,Very Light
Female_normal-553.jpg,82.71,Very Light
Female_normal-554.jpg,10.25,Tan
Female_normal-555.jpg,73.76,Very Light
Female_normal-556.jpg,82.02,Very Light
Female_normal-557.jpg,49.7,Light
Female_normal-558.jpg,37.41,Intermediate
Female_normal-559.jpg,63.09,Very Light
Female_normal-560.jpg,76.09,Very Light
Female_normal-561.jpg,79.87,Very Light
Female_normal-562.jpg,55.55,Very Light
Female_normal-563.jpg,67.2,Very Light
Female_normal-564.jpg,80.63,Very Light
Female_normal-565.jpg,55.09,Very Light
Female_normal-566.jpg,65.94,Very Light
Female_normal-567.jpg,69.0,Very Light
Female_normal-568.jpg,72.85,Very Light
Female_normal-569.jpg,-53.29,Dark
Female_normal-570.jpg,27.35,Tan
Female_normal-571.jpg,80.11,Very Light
Female_normal-572.jpg,73.85,Very Light
Female_normal-573.jpg,69.04,Very Light
Female_normal-574.jpg,-8.67,Brown
Female_normal-575.jpg,81.25,Very Light
Female_normal-576.jpg,82.24,Very Light
Female_normal-577.jpg,79.96,Very Light
Female_normal-578.jpg,50.49,Light
Female_normal-579.jpg,84.56,Very Light
Female_normal-580.jpg,82.35,Very Light
Female_normal-581.jpg,77.91,Very Light
Female_normal-582.jpg,70.83,Very Light
Female_normal-583.jpg,76.36,Very Light
Female_normal-584.jpg,68.56,Very Light
Female_normal-585.jpg,8.48,Brown
Female_normal-586.jpg,43.34,Light
Female_normal-587.jpg,75.37,Very Light
Female_normal-588.jpg,71.57,Very Light
Female_normal-589.jpg,38.74,Intermediate
Female_normal-590.jpg,65.28,Very Light
Female_normal-591.jpg,79.56,Very Light
Female_normal-592.jpg,82.8,Very Light
Female_normal-593.jpg,60.92,Very Light
Female_normal-594.jpg,63.1,Very Light
Female_normal-595.jpg,-8.96,Brown
Female_normal-596.jpg,82.41,Very Light
Female_normal-597.jpg,81.6,Very Light
Female_normal-598.jpg,79.16,Very Light
Female_normal-599.jpg,53.08,Light
Female_normal-600.jpg,10.74,Tan
Female_normal-601.jpg,83.12,Very Light
Female_normal-602.jpg,73.92,Very Light
Female_normal-603.jpg,77.96,Very Light
Female_normal-604.jpg,78.32,Very Light
Female_normal-605.jpg,75.16,Very Light
Female_normal-606.jpg,11.64,Tan
Female_normal-607.jpg,80.21,Very Light
Female_normal-608.jpg,81.43,Very Light
Female_normal-609.jpg,79.28,Very Light
Female_normal-610.jpg,78.3,Very Light
Female_normal-611.jpg,79.51,Very Light
Female_normal-612.jpg,76.18,Very Light
Female_normal-613.jpg,80.56,Very Light
Female_normal-614.jpg,77.11,Very Light
Female_normal-615.jpg,12.12,Tan
Female_normal-616.jpg,50.62,Light
Female_normal-617.jpg,54.38,Light
Female_normal-618.jpg,77.59,Very Light
Female_normal-619.jpg,75.85,Very Light
Female_normal-620.jpg,83.66,Very Light
Female_normal-621.jpg,41.74,Light
Female_normal-622.jpg,-7.19,Brown
Female_normal-623.jpg,76.2,Very Light
Female_normal-624.jpg,77.94,Very Light
Female_normal-625.jpg,-12.88,Brown
Female_normal-626.jpg,34.84,Intermediate
Female_normal-627.jpg,74.15,Very Light
Female_normal-628.jpg,75.53,Very Light
Female_normal-629.jpg,77.6,Very Light
Female_normal-630.jpg,37.37,Intermediate
Female_normal-631.jpg,-19.97,Brown
Female_normal-632.jpg,78.85,Very Light
Female_normal-633.jpg,83.56,Very Light
Female_normal-634.jpg,68.1,Very Light
Female_normal-635.jpg,13.95,Tan
Female_normal-636.jpg,49.92,Light
Female_normal-637.jpg,63.04,Very Light
Female_normal-638.jpg,78.76,Very Light
Female_normal-639.jpg,67.73,Very Light
Female_normal-640.jpg,79.41,Very Light
Female_normal-641.jpg,14.57,Tan
Female_normal-642.jpg,67.61,Very Light
Female_normal-643.jpg,82.21,Very Light
Female_normal-644.jpg,70.96,Very Light
Female_normal-645.jpg,76.47,Very Light
Female_normal-646.jpg,45.79,Light
Female_normal-647.jpg,37.99,Intermediate
Female_normal-648.jpg,72.65,Very Light
Female_normal-649.jpg,75.4,Very Light
Female_normal-650.jpg,59.38,Very Light
Female_normal-651.jpg,47.18,Light
Female_normal-652.jpg,7.79,Brown
Female_normal-653.jpg,77.58,Very Light
Female_normal-654.jpg,81.52,Very Light
Female_normal-655.jpg,72.78,Very Light
Female_normal-656.jpg,53.93,Light
Female_normal-657.jpg,-53.71,Dark
Female_normal-658.jpg,-59.07,Dark
Female_normal-659.jpg,73.9,Very Light
Female_normal-660.jpg,37.81,Intermediate
Female_normal-661.jpg,44.07,Light
Female_normal-662.jpg,27.49,Tan
Female_normal-663.jpg,66.04,Very Light
Female_normal-664.jpg,56.31,Very Light
Female_normal-665.jpg,75.42,Very Light
Female_normal-666.jpg,68.12,Very Light
Female_normal-667.jpg,65.51,Very Light
Female_normal-668.jpg,76.36,Very Light
Female_normal-669.jpg,-24.48,Brown
Female_normal-670.jpg,76.77,Very Light
